name,age,age_group,bodyweight,snatch_bw,candj_bw,squat_bw,deadlift_bw,snatch_to_cj,cj_to_squat,strength_score,snatch_level,weakness_flag,overall_rank,percentile_rank
Joey Burns,26.0,Senior,155.0,1.65,1.84,2.55,3.13,0.89,0.72,9.16,Elite,No Major Imbalance,123,5
Charlie Seno,21.0,Senior,160.0,1.72,1.97,2.66,2.81,0.87,0.74,9.16,Elite,No Major Imbalance,124,5
Esteban Perez Martinez,26.0,Senior,164.0,1.62,2.04,2.77,2.71,0.79,0.74,9.15,Elite,No Major Imbalance,125,5
Joel Dávila,18.0,Senior,152.0,1.6,1.96,2.61,2.97,0.82,0.75,9.14,Elite,No Major Imbalance,126,5
Darwin Aaron Perez-Robledo,25.0,Senior,180.0,1.56,1.86,2.81,2.92,0.84,0.66,9.14,Elite,Weak Clean & Jerk,127,5
Jacob Theriot,24.0,Senior,160.0,1.5,1.78,2.88,2.97,0.84,0.62,9.13,Elite,Weak Clean & Jerk,128,5
Brian Francis,34.0,Senior,160.0,1.5,1.97,2.81,2.84,0.76,0.7,9.13,Elite,No Major Imbalance,128,5
Joseph Roark,23.0,Senior,155.0,1.68,1.99,2.61,2.84,0.84,0.76,9.12,Elite,No Major Imbalance,130,5
Brooks Lindquist,24.0,Senior,190.0,1.61,1.87,2.68,2.95,0.86,0.7,9.12,Elite,Weak Clean & Jerk,131,5
Seth Prochaska,25.0,Senior,192.0,1.48,1.9,2.68,3.05,0.78,0.71,9.11,Elite,No Major Imbalance,132,5
Shane McBride,28.0,Senior,175.0,1.51,1.91,2.74,2.94,0.79,0.7,9.11,Elite,Weak Clean & Jerk,133,5
AJ Moore,29.0,Senior,170.0,1.44,1.88,2.5,3.29,0.77,0.75,9.11,Elite,No Major Imbalance,134,5
Joe Neill,27.0,Senior,170.0,1.42,1.79,2.62,3.26,0.79,0.69,9.1,Elite,Weak Clean & Jerk,135,5
David Cadieux,20.0,Senior,149.0,1.61,1.91,2.72,2.85,0.84,0.7,9.09,Elite,No Major Imbalance,136,5
joshua rojas,24.0,Senior,175.0,1.49,1.8,2.51,3.29,0.83,0.72,9.09,Elite,No Major Imbalance,137,5
Aaron Taylor,24.0,Senior,180.0,1.53,1.89,2.5,3.17,0.81,0.76,9.08,Elite,No Major Imbalance,138,5
Kevin Simons,27.0,Senior,193.0,1.56,1.87,2.67,2.98,0.84,0.7,9.08,Elite,No Major Imbalance,139,5
Tyler Wright,22.0,Senior,185.0,1.49,1.84,2.78,2.97,0.81,0.66,9.08,Elite,Weak Clean & Jerk,140,5
Jake Allen,23.0,Senior,174.0,1.38,1.81,2.7,3.19,0.76,0.67,9.08,Elite,Weak Clean & Jerk,141,5
Manny Alayon,27.0,Senior,167.0,1.53,1.89,2.46,3.2,0.81,0.77,9.07,Elite,No Major Imbalance,142,5
Nicholas DelGrande,22.0,Senior,187.0,1.6,1.95,2.54,2.97,0.82,0.77,9.06,Elite,No Major Imbalance,143,5
Braden Rubey,26.0,Senior,180.0,1.53,1.69,2.78,3.06,0.9,0.61,9.06,Elite,Weak Clean & Jerk,144,5
Travis Hedrick,25.0,Senior,185.0,1.38,1.81,2.7,3.16,0.76,0.67,9.05,Elite,Weak Clean & Jerk,145,5
Christopher Douglas,33.0,Senior,172.0,1.63,1.96,2.69,2.76,0.83,0.73,9.04,Elite,No Major Imbalance,146,5
Michael Mogard,31.0,Senior,183.0,1.58,1.8,2.57,3.07,0.88,0.7,9.03,Elite,No Major Imbalance,147,5
Tim VanDeusen,34.0,Senior,168.0,1.46,1.9,2.59,3.07,0.77,0.74,9.02,Elite,No Major Imbalance,148,5
Drew Canavero,28.0,Senior,195.0,1.54,1.92,2.74,2.79,0.8,0.7,9.0,Elite,No Major Imbalance,149,5
Bobby Appleby,29.0,Senior,170.0,1.5,1.97,2.5,3.03,0.76,0.79,9.0,Elite,No Major Imbalance,149,5
Josh Neale,30.0,Senior,174.0,1.46,1.78,2.98,2.79,0.82,0.6,9.0,Elite,Weak Clean & Jerk,149,6
Steven Robinson,28.0,Senior,190.0,1.29,1.66,2.87,3.18,0.78,0.58,9.0,Elite,Weak Clean & Jerk,149,6
Eric Villarreal,36.0,Masters I,170.0,1.44,1.85,2.91,2.79,0.78,0.64,9.0,Elite,Weak Clean & Jerk,149,6
Justin Murphy,23.0,Senior,178.0,1.49,1.88,2.81,2.81,0.79,0.67,8.99,Elite,Weak Clean & Jerk,154,6
Anthony Vorachak,26.0,Senior,187.0,1.47,1.79,2.49,3.24,0.82,0.72,8.98,Elite,No Major Imbalance,155,6
cameron Brown,26.0,Senior,180.0,1.64,2.03,2.5,2.81,0.81,0.81,8.97,Elite,No Major Imbalance,156,6
Dominick Maurici,25.0,Senior,180.0,1.44,1.86,2.64,3.03,0.78,0.71,8.97,Elite,No Major Imbalance,156,6
Austin Malleolo,27.0,Senior,175.0,1.46,1.86,2.4,3.26,0.78,0.77,8.97,Elite,No Major Imbalance,158,6
Nate Blihovde,20.0,Senior,175.0,1.45,1.89,2.57,3.06,0.77,0.74,8.97,Elite,No Major Imbalance,158,6
Gregory Mountain,30.0,Senior,165.0,1.55,1.85,2.45,3.12,0.84,0.75,8.97,Elite,No Major Imbalance,160,6
Dennis Guerrero,24.0,Senior,155.0,1.58,1.84,2.58,2.97,0.86,0.71,8.97,Elite,No Major Imbalance,161,6
Stefano Migliorini,26.0,Senior,179.0,1.42,1.76,2.89,2.89,0.81,0.61,8.97,Elite,Weak Clean & Jerk,162,6
Allan petersen,30.0,Senior,181.0,1.59,1.83,2.5,3.04,0.87,0.73,8.96,Elite,No Major Imbalance,163,6
Thomas Nay,25.0,Senior,177.0,1.47,1.84,2.57,3.08,0.8,0.71,8.95,Elite,No Major Imbalance,164,6
Markus Kruemmer,29.0,Senior,200.0,1.55,1.9,2.5,3.0,0.82,0.76,8.95,Elite,No Major Imbalance,165,6
Ayo Falae,29.0,Senior,195.0,1.46,1.82,2.46,3.21,0.8,0.74,8.95,Elite,No Major Imbalance,166,6
Dayne Read,26.0,Senior,185.0,1.62,1.86,2.51,2.95,0.87,0.74,8.95,Elite,No Major Imbalance,167,6
Jason Cain,36.0,Masters I,177.0,1.47,1.89,2.67,2.91,0.78,0.71,8.94,Elite,No Major Imbalance,168,6
Jordan Dufton,30.0,Senior,220.0,1.55,1.82,2.34,3.23,0.85,0.78,8.94,Elite,No Major Imbalance,169,6
Thomas Felstead,19.0,Senior,155.0,1.61,2.03,2.55,2.74,0.79,0.8,8.94,Elite,No Major Imbalance,170,6
Caleb Herrick,24.0,Senior,168.0,1.46,1.76,2.59,3.13,0.83,0.68,8.93,Elite,Weak Clean & Jerk,171,6
Jeff Hart,26.0,Senior,190.0,1.34,1.87,2.64,3.08,0.72,0.71,8.93,Elite,No Major Imbalance,172,6
Jonathan Heighes,22.0,Senior,190.0,1.53,1.79,2.42,3.18,0.85,0.74,8.92,Elite,No Major Imbalance,173,6
Tony Taddeo,32.0,Senior,180.0,2.78,1.47,2.08,2.58,1.89,0.71,8.92,Elite,No Major Imbalance,174,6
Mitch McClune,25.0,Senior,175.0,1.51,1.86,2.77,2.77,0.82,0.67,8.91,Elite,Weak Clean & Jerk,175,6
Dustyn Homan,21.0,Senior,175.0,1.46,1.74,2.57,3.14,0.84,0.68,8.91,Elite,Weak Clean & Jerk,175,6
Jhon Jairo Mosquera Lozano,24.0,Senior,166.0,1.6,1.99,2.66,2.66,0.8,0.75,8.9,Elite,No Major Imbalance,177,6
Jason Sabas,27.0,Senior,168.0,1.46,1.88,2.53,3.04,0.78,0.74,8.9,Elite,No Major Imbalance,178,6
Logan Collins,23.0,Senior,167.0,1.47,1.83,2.6,2.99,0.8,0.7,8.89,Elite,No Major Imbalance,179,6
Corey Lunney,23.0,Senior,170.0,1.44,1.79,2.65,3.0,0.8,0.68,8.88,Elite,Weak Clean & Jerk,180,6
Rob Tapia,26.0,Senior,183.0,1.42,1.8,2.51,3.14,0.79,0.72,8.88,Elite,No Major Imbalance,181,7
Michael Roura,23.0,Senior,165.0,1.48,1.88,2.52,3.0,0.79,0.75,8.88,Elite,No Major Imbalance,182,7
Brendan Griffin,23.0,Senior,170.0,1.49,1.88,2.56,2.94,0.79,0.74,8.88,Elite,No Major Imbalance,183,7
jeffrey jenkins,29.0,Senior,160.0,1.53,1.78,2.59,2.97,0.86,0.69,8.88,Elite,Weak Clean & Jerk,184,7
Mauricio Leal,31.0,Senior,190.0,1.62,1.91,2.63,2.71,0.85,0.73,8.87,Elite,No Major Imbalance,185,7
Kawika Henderson,28.0,Senior,195.0,1.38,1.79,2.69,3.0,0.77,0.67,8.87,Elite,Weak Clean & Jerk,186,7
Michal Mička,25.0,Senior,179.0,1.6,1.85,2.59,2.83,0.87,0.71,8.87,Elite,No Major Imbalance,187,7
Joshua Akiona,28.0,Senior,165.0,1.48,1.9,2.61,2.88,0.78,0.73,8.87,Elite,No Major Imbalance,188,7
Gary Jones,26.0,Senior,185.0,1.49,1.97,2.7,2.7,0.75,0.73,8.86,Elite,No Major Imbalance,189,7
Luis Lopez,29.0,Senior,207.0,1.38,1.86,2.8,2.83,0.74,0.66,8.86,Elite,Weak Clean & Jerk,190,7
Vincent Kong,29.0,Senior,180.0,1.56,1.92,2.58,2.81,0.81,0.74,8.86,Elite,No Major Imbalance,191,7
Alex Akimovski,23.0,Senior,180.0,1.53,1.92,2.64,2.78,0.8,0.73,8.86,Elite,No Major Imbalance,191,7
Luke Holmes,24.0,Senior,158.0,1.52,1.9,2.63,2.82,0.8,0.72,8.86,Elite,No Major Imbalance,193,7
James Ellis,28.0,Senior,188.0,1.49,1.94,2.58,2.85,0.77,0.75,8.86,Elite,No Major Imbalance,194,7
Kent Ingalls,32.0,Senior,170.0,1.51,1.96,2.66,2.72,0.77,0.74,8.85,Elite,No Major Imbalance,195,7
Ben Garard,26.0,Senior,183.0,1.46,1.81,2.63,2.95,0.81,0.69,8.85,Elite,Weak Clean & Jerk,196,7
Eric Rosenstock,31.0,Senior,155.0,1.62,1.99,2.53,2.7,0.81,0.79,8.85,Elite,No Major Imbalance,197,7
Sam Dancer,27.0,Senior,215.0,1.42,1.7,2.7,3.02,0.84,0.63,8.84,Elite,Weak Clean & Jerk,198,7
Brad Bacon,30.0,Senior,176.0,1.44,1.88,2.57,2.94,0.77,0.73,8.84,Elite,No Major Imbalance,199,7
Dale Belanger,23.0,Senior,180.0,1.44,1.75,2.78,2.86,0.83,0.63,8.83,Elite,Weak Clean & Jerk,200,7
Eric Cardona,23.0,Senior,157.0,1.59,1.94,2.45,2.83,0.82,0.79,8.82,Elite,No Major Imbalance,201,7
Rich Froning,27.0,Senior,195.0,1.56,1.9,2.44,2.92,0.82,0.78,8.82,Elite,No Major Imbalance,202,7
Richard Morgan,23.0,Senior,195.0,1.38,1.87,2.69,2.87,0.74,0.7,8.82,Elite,Weak Clean & Jerk,202,7
Danny Lazzeri,26.0,Senior,186.0,1.59,1.85,2.69,2.69,0.86,0.69,8.82,Elite,Weak Clean & Jerk,204,7
Santiago Uribe,23.0,Senior,169.0,1.63,2.04,2.63,2.51,0.8,0.78,8.82,Elite,No Major Imbalance,205,7
Patrick Curtis,34.0,Senior,160.0,1.53,1.97,2.81,2.5,0.78,0.7,8.81,Elite,No Major Imbalance,206,7
Kyle Tiringer,28.0,Senior,180.0,1.56,1.86,2.5,2.89,0.84,0.74,8.81,Elite,No Major Imbalance,207,7
Kevin Bania,32.0,Senior,175.0,1.4,1.74,2.43,3.23,0.8,0.72,8.8,Elite,No Major Imbalance,208,7
gary baron,31.0,Senior,171.0,1.61,1.89,2.36,2.94,0.85,0.8,8.8,Elite,No Major Imbalance,209,7
Roy Cardwell,36.0,Masters I,185.0,8.65,0.01,0.07,0.06,800.0,0.15,8.79,Elite,Weak Clean & Jerk,210,7
Jordy Gremillion,24.0,Senior,170.0,1.53,1.91,2.5,2.85,0.8,0.76,8.79,Elite,No Major Imbalance,211,8
Nate Kuffrey,25.0,Senior,190.0,1.37,1.71,2.63,3.08,0.8,0.65,8.79,Elite,Weak Clean & Jerk,212,8
Alexandre Jolivet,35.0,Masters I,202.0,1.26,1.75,2.73,3.05,0.72,0.64,8.79,Elite,Weak Clean & Jerk,213,8
Joshua Everett,39.0,Masters I,185.0,1.45,1.88,2.38,3.08,0.77,0.79,8.78,Elite,No Major Imbalance,214,8
Thomas White,29.0,Senior,215.0,1.4,1.74,2.67,2.97,0.8,0.65,8.78,Elite,Weak Clean & Jerk,215,8
Maxime Huot,28.0,Senior,167.0,1.53,1.89,2.51,2.84,0.81,0.75,8.77,Elite,No Major Imbalance,216,8
Pat Barber,29.0,Senior,175.0,1.49,1.8,2.54,2.94,0.83,0.71,8.77,Elite,No Major Imbalance,217,8
Ben Hebert,24.0,Senior,175.0,1.46,1.8,2.66,2.86,0.81,0.68,8.77,Elite,Weak Clean & Jerk,217,8
Bobby Ieradi,19.0,Senior,182.0,1.43,1.73,2.58,3.02,0.83,0.67,8.76,Elite,Weak Clean & Jerk,219,8
Kenneth Leverich,27.0,Senior,180.0,1.56,1.92,2.5,2.79,0.81,0.77,8.76,Elite,No Major Imbalance,220,8
Justin Tamane,27.0,Senior,169.0,1.57,1.86,2.57,2.75,0.84,0.72,8.76,Elite,No Major Imbalance,221,8
Sean Mceachern,25.0,Senior,173.0,1.53,1.85,2.46,2.92,0.83,0.75,8.76,Elite,No Major Imbalance,222,8
Dave Navon,20.0,Senior,177.0,1.41,1.75,2.51,3.08,0.81,0.7,8.76,Elite,Weak Clean & Jerk,223,8
Kirk Gibson,22.0,Senior,185.0,1.57,1.92,2.46,2.81,0.82,0.78,8.76,Elite,No Major Imbalance,224,8
Nick Garofalo,25.0,Senior,185.0,1.43,1.76,2.62,2.95,0.82,0.67,8.76,Elite,Weak Clean & Jerk,224,8
zach carlin,24.0,Senior,200.0,1.52,1.88,2.42,2.92,0.81,0.77,8.75,Elite,No Major Imbalance,226,8
Ben Stoneberg,27.0,Senior,180.0,1.47,1.86,2.64,2.78,0.79,0.71,8.75,Elite,No Major Imbalance,226,8
Paul Claros,34.0,Senior,164.0,1.52,1.77,2.62,2.84,0.86,0.67,8.75,Elite,Weak Clean & Jerk,226,8
Tyler Hinz,30.0,Senior,190.0,3.68,3.68,1.32,0.06,1.0,2.8,8.75,Elite,No Major Imbalance,229,8
Scott Hutchison,32.0,Senior,180.0,1.37,1.74,2.57,3.06,0.79,0.68,8.74,Elite,Weak Clean & Jerk,230,8
Jeff Evans,26.0,Senior,207.0,1.52,1.96,2.61,2.66,0.78,0.75,8.74,Elite,No Major Imbalance,231,8
Nick Urankar,31.0,Senior,195.0,1.56,2.0,2.44,2.74,0.78,0.82,8.74,Elite,No Major Imbalance,232,8
Ethan Brown,23.0,Senior,167.0,1.47,1.74,2.54,2.99,0.84,0.68,8.74,Elite,Weak Clean & Jerk,233,8
Dean Linder-Leighton,24.0,Senior,187.0,1.59,1.83,2.36,2.95,0.87,0.78,8.73,Elite,No Major Imbalance,234,8
Reid Howells,21.0,Senior,180.0,1.36,1.69,2.64,3.03,0.8,0.64,8.72,Elite,Weak Clean & Jerk,235,8
Ryan Simmons,23.0,Senior,176.0,1.42,1.85,2.59,2.87,0.77,0.71,8.72,Elite,No Major Imbalance,236,8
Cory Dill,25.0,Senior,185.0,1.46,1.78,2.62,2.84,0.82,0.68,8.7,Elite,Weak Clean & Jerk,237,8
Aaron Prenger,29.0,Senior,185.0,1.43,1.81,2.62,2.84,0.79,0.69,8.7,Elite,Weak Clean & Jerk,237,8
Rocky Bragg Jr.,21.0,Senior,198.0,1.39,1.72,2.57,3.03,0.81,0.67,8.7,Elite,Weak Clean & Jerk,239,8
Philipp Woehrle,29.0,Senior,180.0,1.59,1.9,2.45,2.76,0.84,0.78,8.7,Elite,No Major Imbalance,240,8
Ryan Weaver,27.0,Senior,180.0,1.36,1.69,2.86,2.78,0.8,0.59,8.69,Elite,Weak Clean & Jerk,241,9
Alec Smith,22.0,Senior,176.0,1.56,1.93,2.5,2.7,0.81,0.77,8.69,Elite,No Major Imbalance,242,9
Cody Vella,27.0,Senior,176.0,1.45,1.85,2.5,2.9,0.78,0.74,8.69,Elite,No Major Imbalance,242,9
